App638,com.ubergeek42.WeechatAndroid,Broken. Opening and reopening the app shows me theres a hamburger menu in the top right. Probably can set my host in there. But unfortunately _  it disappears immediately. Update: fixed by unpinning my nav bar. Update2: managed to get connected. Selected "weechat ssl" when what I should've selected was "websocket ssl" (I'm connecting to a reverse proxy over ssl/https). Casued a horrible crash loop. Reinstall fixed it. App is actually pretty good despite first impressions _  nice UI.,4,08/29/2019,7
App638,com.ubergeek42.WeechatAndroid,Um why would you force us to use a signed certificate suddenly? Seriously? I used this app for years but it looks like it's time to uninstall now.,3,10/09/2018,18
App638,com.ubergeek42.WeechatAndroid,Crash on connect everytime. Requiers a password even when none is needed.,1,05/01/2019,3
App638,com.ubergeek42.WeechatAndroid,Crashes. Totally useless. Won't connect to the server.,2,12/05/2018,3
App638,com.ubergeek42.WeechatAndroid,Does not work on s10+ crashes and closes straight away no idea why please fix ty,1,11/17/2019,3
App638,com.ubergeek42.WeechatAndroid,i'm missing the point of this app... its not a client! ?? trying irccloud... bye,1,03/18/2019,2
App638,com.ubergeek42.WeechatAndroid,Relay host not set...,1,07/21/2019,0
App638,com.ubergeek42.WeechatAndroid,Im new to the application,5,09/11/2019,0
App638,com.ubergeek42.WeechatAndroid,Does not work.,1,03/08/2019,0
App638,com.ubergeek42.WeechatAndroid,Easiest way to connect relay to my weechat IRC client on my linux/bsd server. Working great so far on Android Pie. It still lacks of 'input insert' commands. So _  I cannot use 'input colors' there too! Apart from that _  it's working great - better than any paid/free Android standalone IRC client!,5,01/23/2019,4
App638,com.ubergeek42.WeechatAndroid,It works.,5,02/09/2020,0
App638,com.ubergeek42.WeechatAndroid,good,3,07/13/2019,0
App638,com.ubergeek42.WeechatAndroid,fantastic app when it does work _  but clearly doesn't like nougat - has not been successfully connecting since then. dev _  hit me up for details - no bug report option in the app as far as I can tell. forced to use glowing bear at the moment and this app is definitely superior to it.,2,10/06/2016,20
App638,com.ubergeek42.WeechatAndroid,Had some crashing issues at first but now it works like a charm. The only thing missing is loading earlier messages _  like in Glowing Bear. Also _  it loses the scroll position when focus is lost.,5,02/04/2016,19
App638,com.ubergeek42.WeechatAndroid,Installed Weechat into an ArchLinuxARM chroot _  rsync'd my config files from my desktop _  ran it in a term and connected to localhost in the app.  10\10 My only gripe is that it doesn't like my physical tab key.,5,03/21/2016,16
App638,com.ubergeek42.WeechatAndroid,Nothing changed in the serverside config _  and I reentered everything in the client. It fails with "wrong password" even though there's no password on the server.,1,12/23/2015,11
App638,com.ubergeek42.WeechatAndroid,Broke with Nougat _  can't connect at all. No configuration changes in app nor on my server. Reach out of you need more information!,2,03/13/2017,3
App638,com.ubergeek42.WeechatAndroid,Does everything you would expect and more...if you already know what to expect from a WeeChat relay client.  Don't forget to dig in the options for settings like Connect on launch and Tab button for nick competition.,5,01/02/2016,6
