App944,protect.card_locker,No BS app Like others loyalty apps. This is it for my cards. Add web page field and something like taking pictures of cards and cropping them for card logo. Barcode reader can successful scan all of my cards. Nice little add free app.,5,03/29/2020,6
App944,protect.card_locker,One of the most useful app I have on my phone. And although it seems quite a simple thing adding a database to a card scanner _  there are only a couple of spammy apps offering the functionality.,5,04/05/2020,5
App944,protect.card_locker,I like this app _  especially the privacy. A better widget interface would be good.,4,04/03/2020,1
App944,protect.card_locker,So far so good _  thank you so much and keep up with the good work.👍👌👏🙂 _  I really love this app 😍. Please don't change this app please 🙏.,5,04/06/2020,4
App944,protect.card_locker,It looks like a good start but I don't get what's so awesome about it currently. Useless without front & back photo snapshots. Plus a way to export /backup would be excellent (though very few cards apps I've seen has this feature so I'm not knocking this project for lack of it).,2,02/26/2020,2
App944,protect.card_locker,This app is awesome and truly useful. Thank you dev for your work! The new dark mode is truly useful _  however I would appreciate if you added a "true black mode" for AMOLED displays. Keep up the great work!,5,01/12/2020,7
App944,protect.card_locker,Barcode scanner is not working,2,04/16/2020,0
App944,protect.card_locker,This doesn't work at self serve checkouts. You need to fix this problem.,2,03/29/2020,1
App944,protect.card_locker,The barcode scanner st CBS wouldn't recognize or was unable to scan the barcode displayed by this app. Therefore _  it's useless.,1,01/16/2020,2
App944,protect.card_locker,I like the App but would love to have a QR code option too.,5,02/04/2020,3
App944,protect.card_locker,An app that deserves 5 stars! There are tons of apps which need Devs like you. There is no decent dedicated standalone "video player" in the app store that doesn't require "network viewing" or "access permission" (unnecessary permissions) _  similarly this app store is lacking permission free "office suite" _  "screen recorder" (which works) _  "book reader" (every type of text file and pdf reader) & more. We are living in a no privacy era & we all need Devs like you. Thank you for your contributions.,5,12/22/2019,3
App944,protect.card_locker,Card information is easy to enter. The user interface is simple _  efficient and to the point. I like that the app uses minimal permissions (no network access needed) and doesn't bombard me with advertisements.,5,01/01/2020,7
App944,protect.card_locker,I had to get a new app after my previous one wouldn't work after my phone upgrade. Downloaded three different apps of this type and this was the easy winner. Simple interface _  easy to upload all my cards _  and nothing fancy. A few cards added a number or letter at the end (easily edited) _  and it was weird having to select the style of scanning code (makes me nervous if I did it right) _  so we'll see how it works in practice.,4,02/04/2019,10
App944,protect.card_locker,Installed and having a problem with a scanned card. I tried today to use my phone instead of the card and it wouldn't scan properly. We proceeded entering the numbers manually and realized that a one was added to the card number. Needs to be fixed. Update. It seems it was only the Air Miles card as all the other cards are okay. Manually corrected the Air Miles card with me bar code. Thanks DEVS for a good app with no ads and respect for privacy.,5,12/17/2018,13
App944,protect.card_locker,I recently had to upgrade my trusty Note 4. Barclone _  an app that I had used for loyalty cards is no longer maintained and its backup restore function no longer works. Loyalty Card Keychain is everything I was looking for in a replacement: ad-free _  local backups _  low footprint _  scan and manual capture options _  flexible UI ... with a card capture facility that is better than the app I had been using. And it thus far has performed flawlessly. I'm very pleased.,5,12/05/2019,3
App944,protect.card_locker,Exactly what I needed after Google Pay made it harder and harder to save loyalty cards for small businesses like my local gym. Thank you!,5,01/10/2020,1
App944,protect.card_locker,I haven't had to carry a wallet since installing this excelent App _  brilliant. Clean simple interface _  tiny memory footprint (between only 12 & 30% that of the higher rated competition!) _  & free! Would have given 5 stars if it would facilitate customisation of list order (displays cards in alphabetical order only). I will contact the dev with this suggestion _  & happily upgrade rating to 5 stars should they impliment it.,4,10/18/2019,5
